"proof__createdAt","proof__updatedAt","proof__voteId","proof__voteIdNumericHash","proof__eventId","proof__rootHash","proof__l1TransactionHash","proof__proofItemsJson","proof__invalidated","proof__absoluteSlot","drepId"
"2025-07-03T16:01:14.256+00:00","2025-07-03T16:01:14.256+00:00","ae19ad23-35a0-4489-83a3-9bffd564f434","226395745","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""R"":""af0413d60e244a3e84e9d22117c4618cc8ec293cb203ae635339cc84343644f9""},{""L"":""b472dac74baddd4d869530ded59ac67189245a0756daed7afc54ea50c0feb87e""},{""L"":""004f8101235765da70506d3a2d731ff084df606dbd62086f2f013b937b7d1677""},{""L"":""058fbd55d1b0c8b030b11c27dcf946f684dd69181ba444f1372100ab2ffe5667""},{""L"":""e8eba4e7bd9b31184fb75fb263a42331548731106f7db568ecc7d53560758d32""},{""R"":""aba8f7ae297683eff72384a322db7b97bde83c38e47479a5b14fd7ced134d196""},{""L"":""07f2e4ffd16a0f8cac27971a18979a2318ae4c009158d67657f7dc492e48ed3e""}]}","False","159992125","drep1h3wz72hly530mwd07cnln59h9ztqlw3d6cl7fp30dc7n7f6zcj8"
"2025-07-03T16:01:15.179+00:00","2025-07-03T16:01:15.179+00:00","953040ef-6bb5-400a-945d-7f7147a2e08b","226139935","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""R"":""ea7d92ed97f5934a5da8843555c1a033fccb0c2d2735e6834581a742cb82ca0f""},{""R"":""20bfb45b88b4822f7e2867d125de34e1abbfb5399d16575f06f6669c820a66e4""},{""L"":""0d8decf9b6cbca06c9034a50cfc7085d0b90da89a8fdeabd0173d82fdee83597""},{""L"":""41bc56def74d9ae4fa84bbe2699f2a050c7ec0ce76b0fbf775941d10f8bde4ad""},{""L"":""bf9b15e094d9d0cb728c6accbb61ff1b8149da4966d210ec37b83baafb51e1a7""},{""L"":""6784b101c19f049ab5d2a4299878246ecb51ebcc6f39d944d18d231f3c77afc2""},{""L"":""07f2e4ffd16a0f8cac27971a18979a2318ae4c009158d67657f7dc492e48ed3e""}]}","False","159992125","drep1usknc6r4asjdcm99anyetfkxgcthtgz44cr9cdzgr5ydsf46axf"
"2025-07-03T16:01:14.766+00:00","2025-07-03T16:01:14.766+00:00","e2ba6da8-a16d-4a78-8cad-a9b22202e7c9","225995179","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""L"":""1ba1c6f120165d28a15ae97237aab5da0d00207c2763e41506085330c69bc194""},{""R"":""359709c1f4b68e29c54a021d6a8ac12a0b11dab8de66f96424be957202c73327""},{""L"":""70da9c6273ab16a846f306d68eeebc2940315796730b046852ec5297bf62ffb0""},{""L"":""b4acacefb810c57f2bcc3a1ea0b46627fd4edb9eb82b5065fade66919760e528""},{""R"":""5cdb7e3276f28276ddebef8f02d33f272818eeb794ccc75a22c6a30fbf59fff8""},{""L"":""6784b101c19f049ab5d2a4299878246ecb51ebcc6f39d944d18d231f3c77afc2""},{""L"":""07f2e4ffd16a0f8cac27971a18979a2318ae4c009158d67657f7dc492e48ed3e""}]}","False","159992125","drep1ju2udpph53uuaut4sy6ss46rs9595yeaqnxjsvsms5htkyup4cn"
"2025-07-03T16:01:15.348+00:00","2025-07-03T16:01:15.348+00:00","ce71e7e6-d3b8-4639-a1ed-b87a114a08ec","225317193","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""R"":""aacbf5da2574864da85c3fe12773995fdfd005e23be647d051326284541267b5""},{""L"":""accfc096f17b6347adb4b20ea9ca76e1d875cb97c99db8bb9d46d845f4ef2d00""},{""L"":""0d8decf9b6cbca06c9034a50cfc7085d0b90da89a8fdeabd0173d82fdee83597""},{""L"":""41bc56def74d9ae4fa84bbe2699f2a050c7ec0ce76b0fbf775941d10f8bde4ad""},{""L"":""bf9b15e094d9d0cb728c6accbb61ff1b8149da4966d210ec37b83baafb51e1a7""},{""L"":""6784b101c19f049ab5d2a4299878246ecb51ebcc6f39d944d18d231f3c77afc2""},{""L"":""07f2e4ffd16a0f8cac27971a18979a2318ae4c009158d67657f7dc492e48ed3e""}]}","False","159992125","drep1678t8j9ufhasrflkjx6xlv2k8sy4998v5uu2vcfdh7ha2uran5p"
"2025-07-03T16:01:10.256+00:00","2025-07-03T16:01:10.256+00:00","2d95891b-6324-47fc-a97e-abb55aa94a4e","224800540","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""R"":""de5b56afb8bb54e05476efc35992844257d7f2d9dca3aa8fc8814e360fb63b72""},{""R"":""799d45a370ac401f0c6d3ece56c1da7d161cedfdd1c9dde1aa0a64b57056e800""},{""L"":""6ac58d1c0090a53af413d9d4d70c82bbddea255774e3cf2a3959cbefc3365e38""},{""R"":""22985d683851528d34d99572610984d15f2b6c32023dc9da9fa9dc50e24f107e""},{""R"":""d64d0fb95256a527d1133e932dea3952c1bd8f82b00b777a6733ef0a70d2fcae""},{""R"":""d2b725787ed16ee77f619688e8aee5f31aba03d039efe97e5317972de3639c22""}]}","False","159992125","drep1fgj46n9vvfyxg3q0qlcm3a6tf0vvjv9wuhkvrtcm35c0vrtxfky"
"2025-07-03T16:01:10.271+00:00","2025-07-03T16:01:10.271+00:00","4212f93b-9f36-4b67-98b7-f0bd28a5a193","221700978","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""R"":""cf2ae83019318b053c50fea990f3a8d375bd5fce02a0c4d5389469d9e7ccd349""},{""L"":""9c727e87e81b257dff485d4c9a6aa2c6428ecf76e38d87dc56cf218b8df4635c""},{""R"":""799d45a370ac401f0c6d3ece56c1da7d161cedfdd1c9dde1aa0a64b57056e800""},{""L"":""6ac58d1c0090a53af413d9d4d70c82bbddea255774e3cf2a3959cbefc3365e38""},{""R"":""22985d683851528d34d99572610984d15f2b6c32023dc9da9fa9dc50e24f107e""},{""R"":""d64d0fb95256a527d1133e932dea3952c1bd8f82b00b777a6733ef0a70d2fcae""},{""R"":""d2b725787ed16ee77f619688e8aee5f31aba03d039efe97e5317972de3639c22""}]}","False","159992125","drep1vhzjtaezsrc3f3llde8nyt9gcx6s3akmrl5hxg7xaqs9c379mvw"
"2025-07-03T16:01:10.364+00:00","2025-07-03T16:01:10.364+00:00","ac616925-7514-4f36-a7a3-05c6f21cb82f","214604794","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""R"":""1f0931ee198cd8dcba195b0c0ea4a0e3772a12f96468b3523c38b26d356f4a37""},{""R"":""3286ff08ecd085838000694415ae4abfe4db2e2d3cdf7b3adc0112a5bc3733a5""},{""L"":""43e616a7a1304e1b6d7436467ae4f213e0b946ce9073332c2aabf2570c842553""},{""L"":""6ac58d1c0090a53af413d9d4d70c82bbddea255774e3cf2a3959cbefc3365e38""},{""R"":""22985d683851528d34d99572610984d15f2b6c32023dc9da9fa9dc50e24f107e""},{""R"":""d64d0fb95256a527d1133e932dea3952c1bd8f82b00b777a6733ef0a70d2fcae""},{""R"":""d2b725787ed16ee77f619688e8aee5f31aba03d039efe97e5317972de3639c22""}]}","False","159992125","drep1jk8rk0p7py52vz4jnhwjtn4nhyptnr5tcvewgpahwu7djkqu46m"
"2025-07-03T16:01:10.464+00:00","2025-07-03T16:01:10.464+00:00","fa09723f-96cd-435f-a458-ee40b454a76a","214464586","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""L"":""11fb5b9ceaf58516de4dc05ea1e48e9b03d1d05d2a16b4e41ac4d113dd5da442""},{""R"":""3286ff08ecd085838000694415ae4abfe4db2e2d3cdf7b3adc0112a5bc3733a5""},{""L"":""43e616a7a1304e1b6d7436467ae4f213e0b946ce9073332c2aabf2570c842553""},{""L"":""6ac58d1c0090a53af413d9d4d70c82bbddea255774e3cf2a3959cbefc3365e38""},{""R"":""22985d683851528d34d99572610984d15f2b6c32023dc9da9fa9dc50e24f107e""},{""R"":""d64d0fb95256a527d1133e932dea3952c1bd8f82b00b777a6733ef0a70d2fcae""},{""R"":""d2b725787ed16ee77f619688e8aee5f31aba03d039efe97e5317972de3639c22""}]}","False","159992125","drep1f8evkhwa3dt68kslhy5uazpr5ukvmydklyu0dzca8fugvul9s3s"
"2025-07-03T16:01:15.059+00:00","2025-07-03T16:01:15.059+00:00","49120487-95fc-490a-9971-eb76b92643f1","213509386","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""L"":""57c65d5d76ac75c4b17feeac97809cfb871c0a54656c8913e66d741450e150e1""},{""L"":""6336bc89f87c2d6fb1147572b3f4067c303f09d768eb5a46ca51dfb0a0badf0d""},{""L"":""034ad9e35306f1006a74ebd0319506766b0e32c617903b92017cb859b81d971e""},{""R"":""fc9ce7a47791a740897d1fcd9a6610e411a2e562eb71187fb8da7991b89efafd""},{""L"":""bf9b15e094d9d0cb728c6accbb61ff1b8149da4966d210ec37b83baafb51e1a7""},{""L"":""6784b101c19f049ab5d2a4299878246ecb51ebcc6f39d944d18d231f3c77afc2""},{""L"":""07f2e4ffd16a0f8cac27971a18979a2318ae4c009158d67657f7dc492e48ed3e""}]}","False","159992125","drep10fcecuw3h3na96627x0s9l2guaycss7n8g3pdqg3x39rgj4l209"
"2025-07-03T16:01:12.154+00:00","2025-07-03T16:01:12.154+00:00","82adfadf-1231-4ba5-80d7-1ee74cddb9b5","211162664","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""R"":""ecef90cb4c1a32624f7608efe47c340256a807a4f375a1a54b2f3afca0a36ef3""},{""L"":""c27f4b1e949499fdd29d2b1276d20c3b05e0c1e756e4aff22f8af38b31377aa1""},{""R"":""05f49ab9dcf50f3952a5f48fbdd958fc2eec793a01bb981926217f52612feb03""},{""R"":""ab0a0e2310381f903a121f11a5f69821bf21a0caae71266d016cc5a8649f34fb""},{""L"":""3dd3a5715ea4ac646e63256e0c704f31d565047cb285e34621b8f82de5d7799f""},{""L"":""fa9b1d3af11f402f8ab669a32129ca916e8b987f840e489bed13fe62c786ec8c""},{""R"":""d2b725787ed16ee77f619688e8aee5f31aba03d039efe97e5317972de3639c22""}]}","False","159992125","drep17wflxwksrg9jg8q9xpdlm0jcaenqrgldq06de8ql2xzvzdxskhu"
"2025-07-03T16:01:14.560+00:00","2025-07-03T16:01:14.560+00:00","58acb405-e5f2-4e45-a33d-a3d5221e4e8f","209524506","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""L"":""5938ad8ad1b0b4b2ee0f3feeaf7232794a143b92ebe113700c724fbffd02dee4""},{""L"":""9c2a3a997e106e178ad0ddfecb2c81b3bafeaa57612b67422684fb4026a15ce8""},{""L"":""312cf3e5ffff13201d7682a5af9a38ebfa665db7286029bd0c02bc5ae66362bb""},{""R"":""39644560bc2c3b717fce6a06fb77c1007c0772beaf9a2606e779190e1f5c7a41""},{""R"":""5cdb7e3276f28276ddebef8f02d33f272818eeb794ccc75a22c6a30fbf59fff8""},{""L"":""6784b101c19f049ab5d2a4299878246ecb51ebcc6f39d944d18d231f3c77afc2""},{""L"":""07f2e4ffd16a0f8cac27971a18979a2318ae4c009158d67657f7dc492e48ed3e""}]}","False","159992125","drep1hsy55c300sxskmq0vssqgp8uahwhcdnxxevzysmd7gzmcgzgzsu"
"2025-07-03T16:01:09.943+00:00","2025-07-03T16:01:09.943+00:00","f65b1575-2fac-4dae-b2cb-6a75a7490621","209007759","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""L"":""4686eb9c71338d298130fd5df3d10acea5ab928a8c62cc1a907e0d852187820e""},{""L"":""e8072adca26cc77c7fa28f6f19d377a3ff680fe0024e93a2650cb94208bc7a16""},{""R"":""17ccdd5ec63bde89d297b1d979c28f2973faea3a14c919cdff683305e0460ba0""},{""R"":""ef0d578d7684282b7ad630ff03ba6a3e967d1efea6f4db86d336c2cc6eb3e071""},{""R"":""22985d683851528d34d99572610984d15f2b6c32023dc9da9fa9dc50e24f107e""},{""R"":""d64d0fb95256a527d1133e932dea3952c1bd8f82b00b777a6733ef0a70d2fcae""},{""R"":""d2b725787ed16ee77f619688e8aee5f31aba03d039efe97e5317972de3639c22""}]}","False","159992125","drep1t2vz3lrh2vjxcah2mwdjlcsm9l2kxmqy4lqhnm7tawltsm6rugp"
"2025-07-03T16:01:12.847+00:00","2025-07-03T16:01:12.847+00:00","d470b7ac-869e-4ed9-bfa6-af1ee13925f7","208761756","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""R"":""012457a2c14765e8267f63ed8bcc3464f52f2454a52f9a0241d8809339065810""},{""L"":""eacc6ab4f79861064d5306ee5f98ec2a31f400c86db62f50d8a47462d1185d77""},{""R"":""93057c4aef8e92dc509876ba3f87187eb158ff8337bab4d732bc74448c0ce297""},{""R"":""552c9b0bfd1628da612b2c4aac8dd6be95fbb45a18aa38b03910cebb544b28a7""},{""R"":""0f08f9ac915f43064883ac51d7b87d4ae91ccf1c6f34b45bf826dcda2ab1f602""},{""R"":""aba8f7ae297683eff72384a322db7b97bde83c38e47479a5b14fd7ced134d196""},{""L"":""07f2e4ffd16a0f8cac27971a18979a2318ae4c009158d67657f7dc492e48ed3e""}]}","False","159992125","drep1xz3vmptcqz60srhcdxgr5uxrwm948zul8e0g6wewdhm3w3u5cln"
"2025-07-03T16:01:13.350+00:00","2025-07-03T16:01:13.350+00:00","73b72816-9017-44d4-b2bb-5fdb2aed41fd","200700644","CC-Elections-2025","3d075c315bab6cffbf281ca09b8d1f47156043e8d2d12a62077eaf38d30de5e0","7bd612193d724ca2be3b4d4f98da03ce5212e11aa0e964748fd8832499651c3b","{""steps"":[{""L"":""558c28488cafaabd174be00317303ad4a339d7b41611d08812166d3961b21bb6""},{""R"":""39e66edd87fb4022e284f0466846476264b5dbd36c6c716f5f5c2adb6c818937""},{""L"":""22bef19bb5b996c30537cb5bbbe8e480004d9081abc5c9ad73a9370650d3fe21""},{""L"":""709040db9f0dd6c4d465e14cfc6cb4e2c14145b7cb503579b185859fb438a918""},{""R"":""0f08f9ac915f43064883ac51d7b87d4ae91ccf1c6f34b45bf826dcda2ab1f602""},{""R"":""aba8f7ae297683eff72384a322db7b97bde83c38e47479a5b14fd7ced134d196""},{""L"":""07f2e4ffd16a0f8cac27971a18979a2318ae4c009158d67657f7dc492e48ed3e""}]}","False","159992125","drep1lrtg6qx8tend00wuxs0eg5mgwxejrcu8s5w6zyk07745xuzqf7a"
